cell_id,rescaled_catch
410740,0.007387818521616509
410741,0.007400627916539121
410742,0.007347789162483346
414358,0.007370205603597917
414359,0.0073830149985205295
414360,0.0074006279165391205
417976,0.007349390336848673
417977,0.00730936097771551
417978,0.007285343362235612
421594,0.00736860442923259
421595,0.007296551582792897
410743,0.033389289040153675
410744,0.03327400448585016
414361,0.031003539235817175
414362,0.030973116922875972
417979,0.028392023845969644
417980,0.028888387899220862
421596,0.025128830489434217
421597,0.024470747825285022
421598,0.024632466436183
410745,0.10136074202262928
410746,0.1002271105719781
414363,0.09577584583637042
414364,0.0957998634518503
417981,0.0826077878559252
417982,0.08169511846768909
421599,0.07136594263696779
421600,0.07355474799436913
410747,0.016248717459333404
410748,0.016372007885463544
410749,0.01651771475270826
414365,0.015958904899209307
414366,0.015785978067754045
414367,0.01565147942106662
417983,0.015062247254626461
417984,0.015019015546762646
417985,0.015174329460199318
421601,0.014735607684099854
421602,0.014929349782304362
421603,0.015051039034069177
410750,0.09403536930126051
410751,0.09554527672776338
414368,0.08145334113852479
414369,0.08229235650595589
417986,0.07180466441306727
417987,0.07143479313467684
421604,0.06980799997950511
421605,0.06907306094582022
410752,0.032667159401391414
410753,0.03239335858492058
410754,0.031837751080152285
414370,0.030760160732287548
414371,0.030355063617859942
414372,0.030137303904175537
417988,0.029506441204236893
417989,0.029416775439778605
417990,0.029541667040274073
421606,0.029522452947890156
421607,0.02950323885550624
410755,0.04906958959979616
410756,0.04704090167892748
414373,0.0429707164422675
414374,0.042604047512607726
417991,0.04036560574988127
417992,0.040650614786909386
421608,0.04074988759755963
421609,0.040877981546785756
421610,0.042700117974527316
410757,0.11174756013050233
410758,0.10641725066833038
414375,0.0950809361618187
414376,0.0932636032571731
417993,0.09045194107165977
417994,0.09917834136268924
421611,0.10493776555476868
421612,0.11229035824034803
410759,0.02452839010243678
410760,0.027617055453151615
410761,0.02941197191668263
414377,0.02228834716534499
414378,0.024497967789495576
414379,0.027280808836433044
417995,0.023763028755810704
417996,0.025649212158165333
417997,0.027472949760272227
421613,0.025660420378722622
421614,0.027104679656247126
421615,0.028110217157672177
425113,0.02253332684323995
425114,0.022810330008441432
428730,0.022259526026769113
428731,0.02242444698639775
432347,0.021987326384663608
432348,0.021755156101691264
432349,0.02221149079580932
435965,0.021314833151226474
435966,0.019234907650667342
425115,0.017504038161749388
425116,0.01767856616756998
428732,0.017161386847569515
428733,0.01732790898156347
428734,0.017499234638653407
432350,0.0165865652504173
432351,0.01670024863035548
435967,0.007530323040130568
435968,0.009501368683847499
435969,0.011704584610536774
425117,0.004918807650283032
425118,0.004958837009416196
425119,0.005040496902047848
428735,0.004891587686072483
428736,0.004973247578704134
432352,0.0047779043061343006
432353,0.004757089039385056
432354,0.004793916049787565
435970,0.0036490763785791123
435971,0.0031847358126344248
425120,0.03499206457984551
425121,0.0352818771399696
428737,0.03497124931309626
428738,0.035565285002632396
428739,0.035616522582322854
432355,0.031160454323619174
432356,0.031905000403495996
435972,0.02270785484906054
435973,0.022719063069617823
435974,0.013915806409052682
425122,0.05171633082568088
425123,0.051697116733296966
425124,0.051043837592243756
428740,0.05208139858097533
428741,0.05175796135917938
432357,0.04824978832474899
432358,0.0486853077521178
432359,0.050894928376268384
435975,0.007163654110470797
435976,0.013211289688309018
425125,0.014183202528062207
425126,0.014173595481870251
428742,0.0143337129184029
428743,0.01403589448645217
428744,0.01409513793796925
432360,0.013995865127319007
432361,0.013798920680383847
435977,0.007187671725950695
435978,0.010223498322609756
435979,0.012442725992952295
425127,0.023295485841135367
425128,0.023777439325098643
428745,0.023349925769556468
428746,0.023353128118287124
432362,0.02269024193104195
432363,0.022618189084602253
432364,0.02297685214243539
435980,0.022150646169926912
435981,0.02287757933178515
425129,0.024216161101198105
425130,0.02466609109785486
425131,0.025271335007948276
428747,0.022908001644726353
428748,0.023346723420825815
432365,0.02127320261772799
432366,0.0208392843647245
435982,0.020216427536612493
435983,0.01649369713722836
435984,0.012564415244717108
425132,0.08085610310025801
425133,0.08086250779771932
428749,0.07444339976712534
428750,0.07585883790607398
428751,0.07622070331263776
432367,0.06186937747621627
432368,0.06160838605466804
435985,0.019952233766333618
435986,0.03504650450826661
425134,0.056920147512992035
425135,0.05700340857998902
425136,0.0567248042404222
428752,0.05444953546729324
428753,0.05547909058419818
432369,0.045521387206232625
432370,0.04650130591781245
432371,0.04888705572214895
435987,0.02564280746070403
435988,0.029046904161388186
425137,0.014308094128557679
425138,0.014376944626266716
428754,0.014072721496854679
428755,0.014234440107752658
428756,0.014308094128557679
432372,0.013121623923850736
432373,0.013553941002488891
435989,0.01120181585982425
435990,0.011581294184406635
435991,0.011883916139453344
425197,0.06873681432910167
425198,0.06774728857132989
425199,0.0668842555884189
428815,0.06555047734210193
428816,0.06436881066049095
428817,0.06344653422606289
432433,0.060652484958568134
432434,0.05838201970853514
436051,0.054161324081534463
436052,0.052544137972554694
425200,0.01461872195543102
425201,0.014516246796050123
428818,0.013890187619207456
428819,0.013725266659578829
432435,0.012878245420321104
432436,0.013121623923850733
432437,0.013382615345398955
436053,0.011744613969669937
436054,0.011896725534375955
436055,0.01235306022849401
425202,0.01436573640570943
425203,0.014724399463542568
425204,0.01498539088509079
428820,0.01430649295419235
428821,0.014465009216359674
432438,0.014202416620446127
432439,0.014266463595059188
436056,0.013353794206823078
436057,0.01316485563171455
425205,0.0059835886032251605
425206,0.006154914260315098
428822,0.0057418112740608585
428823,0.005826673515423163
428824,0.006010808567435712
432440,0.005629729068488002
432441,0.005735406576599553
432442,0.005879512269478938
436058,0.0052390425233483345
436059,0.005367136472574455
436060,0.005419975226630231
425207,0.012580426988370374
425208,0.012742145599268352
428825,0.012186538094500052
428826,0.012258590940939744
432443,0.011320302762858413
432444,0.011283475752455904
436061,0.009924078716293696
436062,0.009712723700070598
425209,0.08297125443685431
425210,0.08316499653505882
425211,0.08284155931326287
428827,0.0797865186242199
428828,0.07776263422644719
428829,0.07727587721938793
432445,0.07441137627981882
432446,0.07597572363474282
432447,0.07624472092811767
436063,0.06584669459968732
436064,0.07011382428328246
436065,0.07397425567808467
425214,0.08430343150880598
425215,0.07391661340093292
425216,0.07215852394780442
428832,0.1165718984932311
428833,0.11194770692616814
428834,0.09013971207042111
432450,0.12771286972717294
432451,0.13963041052829814
432452,0.1387449611042726
436068,0.12019695725633031
436069,0.13208087339578367
425217,0.23510843793271782
425218,0.23750859830634227
428835,0.2418477808363771
428836,0.24247704236195042
432453,0.2532161188301953
432454,0.25344989028753295
436070,0.25295832975737775
436071,0.2550158388168223
436072,0.25961601276840535
425219,0.02538982191098244
425220,0.027098274958785824
425221,0.028547337759406315
428837,0.027285612359529025
428838,0.03035986714095592
428839,0.030984325143433262
432455,0.03303222715668586
432456,0.03381840377006118
436073,0.04040403393464911
436074,0.03899179814443113
425222,0.02734645698541143
425223,0.026107148026648715
428840,0.03148869506851111
428841,0.033249986870370264
432457,0.034018550565726995
432458,0.035837484644737905
432459,0.037363403814894065
436075,0.038236043843997015
436076,0.0378725772630679
436077,0.03752992594888803
425224,0.06092788694940429
425225,0.0596181263185672
428842,0.06932924884427247
428843,0.06752632650891484
432460,0.08015318755387967
432461,0.08043179189344647
436078,0.08153500103115645
