cell_id,rescaled_catch
182711,3.7053019549559805e-4
182712,3.887868106911142e-4
182713,0.0027407101441479557
182714,0.0027163870163550907
179097,6.84912533806594e-4
179098,6.408080087540943e-4
182715,5.508703287154419e-4
179099,0.0036574140134449195
182716,0.003134283302815742
182717,0.003059805445202591
175483,0.007239958781367182
179100,0.005088067285327224
179101,0.005135580146758341
182718,0.004285200220293145
175484,0.002268500631328514
175485,0.002284465996470462
179102,0.0018373542333481162
182719,0.0014841918763368637
182720,0.0012825618716228292
175486,0.006276133438548607
179103,0.005262773063433131
179104,0.004830175268621647
182721,0.0037823075261513603
175487,0.001992604770785645
175488,0.0017907546103725135
179105,0.0011232017611354833
182722,7.184332774728588e-4
182723,9.405948396064152e-4
175489,4.984651184154944e-4
179106,2.91208912502306e-4
179107,3.0301578110574834e-4
182724,1.974307386016222e-4
182725,1.6613601367067494e-4
175490,3.046384101472435e-4
175491,3.168040510010667e-4
179108,1.7780426572283373e-4
182726,1.2892154660844375e-4
175492,6.469723683288198e-4
179109,4.4269234131083605e-4
179110,5.435970367304484e-4
182727,3.951876337944997e-4
182728,4.5808693241808677e-4
175493,1.2577413550282998e-4
175494,1.2396396642136299e-4
179111,1.1351064767163022e-4
179112,1.1394280515504352e-4
182729,9.815682613828637e-5
175495,0.0012043413671250238
179113,0.0011917027992138804
182730,9.676984523397316e-4
182731,8.820497314760865e-4
175496,0.0032946952683098863
175497,0.0033065265986576722
179114,0.0029464089523379006
179115,0.0029595938325393963
182732,0.002454736044935298
175498,3.0205361916154516e-4
179116,2.4056494779513732e-4
182733,2.100040751945145e-4
182734,1.7312391863832002e-4
175499,3.598730288763307e-4
175500,2.941198600792596e-4
179117,3.0032498922789196e-4
179118,2.9115998901361773e-4
182735,2.681007180118671e-4
182736,2.920569196395698e-4
175501,0.005912933612441472
179119,0.004884586341957815
182737,0.004822127354732423
175502,0.0025093835818001255
175503,0.0029418753757194517
179120,0.0016827315473487538
179121,0.002186023783314827
182738,0.0015881624437142758
182739,0.001937117380698335
175504,8.643965059743926e-5
175505,8.327593166226274e-5
179122,7.364615830544963e-5
182740,5.931973003456002e-5
179136,8.484963721506961e-5
182754,8.817643444587381e-5
179137,0.01359552765771602
179138,0.013046173957149914
182755,0.01461379668952989
182756,0.012951613007430219
179139,1.0387272040003574e-4
179140,1.0018715091885071e-4
182757,1.0105961980045866e-4
182758,9.540080294217897e-5
179141,1.9218777139719304e-5
182759,1.6364906966235317e-5
179142,7.368366631344399e-4
179143,7.605890168926079e-4
182760,5.698607962412824e-4
182761,5.899846579217352e-4
179144,2.1430934219908464e-4
182762,1.689980377589403e-4
179145,1.1276048751174301e-4
179146,1.1196955777794887e-4
182763,8.79481248319951e-5
182764,9.053291581769344e-5
182765,2.9010813400681933e-4
182766,1.3581975851349363e-4
182767,1.353223697118293e-4
182768,1.1032246699210955e-5
182769,1.153778941565669e-5
182770,1.2556213371851403e-4
193547,1.4986079976703483e-4
193548,0.004252397021127642
193549,0.004313502458499325
193550,0.0012239841478333751
193551,4.1745597506245624e-4
193552,0.00039511424856146726
189936,0.0012684392912214741
193553,0.001232863761030301
189937,1.8270476850644482e-4
189938,1.797448974408029e-4
193554,1.6329029741197232e-4
193555,1.567100881833964e-4
189939,4.918278317834489e-4
193556,4.047440219182804e-4
193557,3.994195155660374e-4
189940,1.420004259177818e-4
189941,1.3303111965826068e-4
193558,1.113824759136893e-4
186325,1.4753693405434071e-4
189942,9.27344728086668e-5
193559,9.655865884113534e-5
193560,1.045087257529836e-4
186326,9.47321819301056e-5
189943,6.375545967563226e-5
189944,7.056397851808692e-5
193561,5.5397697024714875e-5
193562,5.613970326982071e-5
186327,4.563664563992149e-4
186328,4.0426294094617873e-4
189945,3.0588595910879503e-4
189946,2.897085921825316e-4
193563,1.4744724099174553e-4
186329,0.0027732524180404546
186330,0.0024374089760248593
189947,0.0027331433112308327
193564,0.0020111223112541654
193565,0.00242355547481129
186331,3.2517812148154684e-5
189948,4.3941446756872014e-5
189949,3.655399996493918e-5
193566,5.944203875628075e-5
186332,3.028363949805579e-5
186333,3.007163771373984e-5
189950,2.721776754025585e-5
193567,4.5833154986152824e-5
193568,2.1501873278506494e-5
186334,0.0013592005166530464
189951,9.977293204795645e-4
186335,0.0033756554881742363
186336,0.0033211954913493803
189954,0.0028248585446918263
186337,0.0011161404709348057
193573,2.7399599839880685e-4
189956,3.2932031019048926e-4
186342,9.150649324259056e-4
189960,6.64209744176663e-4
186343,7.936205256719898e-5
186344,1.1906346363775194e-4
189961,7.605971708073894e-5
189962,8.584441481839833e-5
186345,5.795476470015653e-4
186346,7.726649646838359e-4
186347,0.0020757257780670614
189964,0.0018936977844874717
189965,0.0014448981610053796
193582,0.001139126356703524
189968,6.749158342846186e-4
186351,6.534547305800192e-5
186352,6.107282171255732e-5
189969,5.400337759709841e-5
186354,2.763606336854079e-4
186355,3.138523338502061e-4
